model,arm,task,lang,press,kept,sample_id,value,origin,match_type
llama31-8b,joint,niah_single,zh,snapkv,0.25,47,5159166,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,48,1352896,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,49,4694634,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,50,1987737,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,51,6543670,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,52,9143903,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,53,8930103,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,55,8231838,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,56,8835373,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,57,7754864,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,58,4214348,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,59,8077999,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,60,5191056,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,61,2642635,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,62,4965789,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,63,9075854,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,64,3762152,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,65,5449368,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,66,9164991,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,67,4652414,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,68,6261415,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,69,8999183,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,70,9519948,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,71,2140194,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,72,5130808,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,73,2375453,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,74,4426900,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,75,7640184,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,76,6304573,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,77,2677407,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,78,5449324,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,79,5098412,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,80,8351517,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,81,9874152,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,82,2737893,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,83,2795765,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,84,5727085,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,85,6752576,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,86,9196204,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,87,8106422,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,88,6596150,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,89,8412769,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,90,1162230,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,91,3500715,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,92,3484601,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,93,6171716,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,94,4524499,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,96,3726327,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,97,4009172,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,98,5163555,TARGET_EXACT,exact
llama31-8b,joint,niah_single,zh,snapkv,0.25,99,2813543,TARGET_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,0,4744854,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,0,5108603,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,0,3341057,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,0,5614226,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,1,4335942,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,1,1445199,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,1,8038374,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,1,9478454,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,2,4612365,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,2,3608513,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,2,6647119,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,2,5661907,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,3,7350753,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,3,3094235,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,3,2322047,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,4,4905582,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,4,2338687,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,4,2694522,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,4,5855124,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,5,9961380,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,5,3871230,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,5,5107245,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,5,2197935,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,6,6292423,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,6,1538552,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,6,7730428,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,6,4842788,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,7,5443951,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,7,3396987,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,7,3342608,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,7,8698256,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,8,2525206,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,8,9279821,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,8,1790481,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,8,9548432,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,9,2921859,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,9,1192619,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,9,5218028,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,9,5476583,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,10,2785277,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,10,9517485,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,10,6007072,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,10,3997281,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,11,9197443,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,11,6438436,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,11,1009594,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,11,1326765,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,13,7693979,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,13,6229731,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,13,7264956,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,13,4374754,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,14,1120642,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,14,4860684,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,14,2191066,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,14,4694634,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,15,3219824,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,15,4594297,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,15,8930103,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,15,9143903,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,16,1908841,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,16,8835373,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,16,2651177,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,16,7897151,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,17,5673212,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,17,4078418,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,17,8761611,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,17,8077999,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,19,9164991,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,19,8096887,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,19,3597059,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,19,5785687,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,20,9910817,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,20,9436429,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,20,3641282,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,20,8999183,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,21,1666754,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,21,5130808,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,21,2375453,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,21,3011363,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,22,7640184,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,22,5456272,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,22,3195773,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,22,5004485,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,23,5449324,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,23,9487336,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,23,3222252,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,23,4576135,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,24,6022741,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,24,1131249,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,24,9874152,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,24,2737893,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,25,5428914,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,25,4415796,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,25,9479356,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,25,6752576,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,26,3710895,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,26,5394880,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,26,8412769,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,26,3194789,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,27,3138181,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,27,8210624,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,27,1701771,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,27,3484601,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,28,3592974,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,28,3726327,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,28,7817881,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,29,1649691,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,29,7417985,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,29,8896868,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,29,2813543,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,30,5674183,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,30,6507321,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,30,2164686,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,30,7685149,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,31,6799667,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,31,8290770,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,31,6262632,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,31,2818692,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,33,6472441,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,33,7851696,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,33,7751158,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,33,6188935,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,34,1006810,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,34,7812810,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,34,6098175,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,34,6049101,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,35,2422633,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,35,3846949,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,35,5761145,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,35,8938746,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,36,8971465,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,36,5107776,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,36,2221854,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,36,1775337,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,37,8132769,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,37,2788238,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,37,4671545,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,37,1093026,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,38,8425149,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,38,6323376,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,38,9468772,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,38,9910914,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,39,9130188,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,39,9745959,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,39,5013879,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,39,5652512,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,40,4879923,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,40,3530518,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,40,7426265,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,40,3321531,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,42,6639317,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,42,7523941,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,42,7783308,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,42,1486955,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,43,3276659,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,43,8190929,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,43,8746014,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,43,2408404,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,45,1520596,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,45,4344717,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,45,1675419,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,46,7189034,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,46,5299055,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,46,3815034,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,46,8801975,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,47,4327421,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,47,7654757,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,47,2275009,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,47,7296605,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,48,9488613,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,48,2156902,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,48,6724909,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,48,7217147,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,52,9234615,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,52,8987516,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,52,8519121,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,52,5031966,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,53,9907391,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,53,8939993,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,53,6767292,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,53,7191135,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,54,3005795,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,54,6294016,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,54,9990305,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,54,4231028,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,55,4256752,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,55,2686548,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,55,5747930,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,56,3118618,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,56,5901239,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,56,9235577,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,56,1914794,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,57,2914064,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,57,9014965,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,57,2096280,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,57,5235884,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,58,7982241,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,58,2987287,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,58,4786401,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,58,5163953,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,59,4540415,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,59,4486102,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,59,5440025,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,59,2664863,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,60,1547605,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,60,5886520,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,60,4883526,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,60,8883823,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,61,3499627,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,61,4771676,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,61,5456573,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,61,2925626,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,62,8863447,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,62,7752972,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,62,3086308,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,63,1433940,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,63,5200476,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,63,2532210,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,63,6407658,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,64,8419378,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,64,9706768,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,64,5666692,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,64,8893693,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,65,6533187,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,65,7906258,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,65,2754894,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,65,3698193,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,66,9633492,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,66,7780932,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,66,1019311,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,66,2944841,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,67,4415140,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,67,1865901,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,67,5480460,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,67,8416216,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,68,1229419,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,68,6213522,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,68,7844947,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,68,3657144,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,70,2171218,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,70,7961578,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,70,3290229,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,71,8491822,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,71,3493017,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,71,9125900,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,71,9214801,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,ko,none,1.0,72,7891662,DISTRACTOR_EXACT,exact
